Criação das árvores ordenadas:
n_persons	index	time        
65536    	0    	7.029100e-02
65536    	1    	8.740140e-02
65536    	2    	7.964970e-02
65536    	3    	7.088050e-02

Procura de nós nas árvores:
n_persons	index	time        
65536    	0    	6.509650e-02
65536    	1    	1.009216e-01
65536    	2    	8.997970e-02
65536    	3    	5.475210e-02

Maior profundidade das árvores:
n_persons	index	time        	depth
65536    	0    	3.868900e-03	40   
65536    	1    	4.124100e-03	39   
65536    	2    	4.231300e-03	36   
65536    	3    	4.162800e-03	37   

Número de nós em cada nível:
n_persons	index	time        	lvl0  	lvl1  	lvl2  	lvl3  	lvl4  	lvl5  	lvl6  	lvl7  	lvl8  	lvl9  	lvl10 	lvl11 	lvl12 	lvl13 	lvl14 	lvl15 	lvl16 	lvl17 	lvl18 	lvl19 	lvl20 	lvl21 	lvl22 	lvl23 	lvl24 	lvl25 	lvl26 	lvl27 	lvl28 	lvl29 	lvl30 	lvl31 	lvl32 	lvl33 	lvl34 	lvl35 	lvl36 	lvl37 	lvl38 	lvl39 	lvl40 
65536    	0    	3.355200e-03	1     	2     	4     	8     	16    	31    	61    	110   	204   	331   	544   	850   	1248  	1752  	2258  	2736  	3192  	3651  	4082  	4433  	4656  	4803  	4775  	4556  	4191  	3772  	3342  	2800  	2172  	1667  	1193  	829   	519   	328   	201   	107   	59    	33    	13    	5     	1     
65536    	1    	3.195300e-03	1     	2     	4     	8     	16    	32    	63    	124   	233   	423   	736   	1146  	1663  	2272  	2951  	3728  	4464  	5125  	5681  	5925  	5886  	5522  	4958  	4075  	3287  	2469  	1783  	1217  	763   	448   	246   	130   	73    	41    	20    	11    	5     	3     	1     	1     	nan   
65536    	2    	3.956300e-03	1     	2     	4     	8     	16    	31    	61    	117   	226   	417   	722   	1226  	1877  	2763  	3737  	4765  	5569  	6044  	6230  	6059  	5585  	4889  	4085  	3193  	2427  	1831  	1341  	920   	604   	380   	225   	108   	46    	15    	9     	2     	1     	nan   	nan   	nan   	nan   
65536    	3    	1.232300e-02	1     	2     	4     	8     	16    	32    	64    	122   	237   	416   	714   	1151  	1779  	2572  	3523  	4490  	5264  	5910  	6168  	6124  	5714  	5107  	4246  	3507  	2697  	1977  	1364  	925   	595   	370   	220   	118   	58    	20    	11    	6     	3     	1     	nan   	nan   	nan   

Lista de pessoas (índice 0, filtro "John "):
#       	name (0)                       	zip_code (1)                                                   	telephone number (2)	social security number (3)
1       	John Adams                     	11207 Brooklyn (Kings county)                                  	7459 635 865     	435-18-4995            
620     	John Mack                      	92114 San Diego (San Diego county)                             	2556 468 515     	061-41-8422            
621     	John Madden                    	11377 Woodside (Queens county)                                 	2992 272 503     	947-98-1631            
622     	John Madden                    	85033 Phoenix (Maricopa county)                                	7845 375 541     	822-62-0229            
623     	John Magana                    	11208 Brooklyn (Kings county)                                  	2774 591 031     	794-29-7294            
624     	John Magana                    	95111 San Jose (Santa Clara county)                            	4059 405 499     	700-49-8056            
625     	John Maldonado                 	11234 Brooklyn (Kings county)                                  	1988 248 694     	356-68-7004            
626     	John Maldonado                 	28078 Huntersville (Mecklenburg county)                        	5729 269 576     	205-58-8685            
627     	John Maldonado                 	78572 Mission (Hidalgo county)                                 	1330 133 301     	732-83-5807            
628     	John Malone                    	75150 Mesquite (Dallas county)                                 	2305 106 636     	581-40-8782            
629     	John Malone                    	98052 Redmond (King county)                                    	9989 862 002     	172-91-8216            
630     	John Manning                   	92805 Anaheim (Orange county)                                  	1733 132 707     	166-71-7094            
631     	John Manning                   	95747 Roseville (Placer county)                                	9947 138 574     	575-61-9102            
632     	John Marin                     	78250 San Antonio (Bexar county)                               	1121 043 441     	369-79-0228            
633     	John Marquez                   	60608 Chicago (Cook county)                                    	7631 619 160     	218-92-6509            
634     	John Marshall                  	90805 Long Beach (Los Angeles county)                          	2389 104 552     	638-89-0214            
635     	John Martin                    	11434 Jamaica (Queens county)                                  	7792 881 178     	016-47-2000            
636     	John Martin                    	7047 North Bergen (Hudson county)                              	8953 934 682     	811-78-7263            
637     	John Martin                    	77036 Houston (Harris county)                                  	4884 362 163     	948-34-4220            
638     	John Martin                    	77840 College Station (Brazos county)                          	5261 956 071     	287-05-1926            
639     	John Martinez                  	11218 Brooklyn (Kings county)                                  	2295 953 006     	608-73-4171            
640     	John Martinez                  	60629 Chicago (Cook county)                                    	6779 294 293     	675-70-6843            
641     	John Martinez                  	7087 Union City (Hudson county)                                	1355 134 104     	870-85-8711            
642     	John Martinez                  	78501 Mcallen (Hidalgo county)                                 	7991 351 825     	457-35-3942            
643     	John Martinez                  	78640 Kyle (Hays county)                                       	4363 468 651     	599-94-8406            
644     	John Martinez                  	89108 Las Vegas (Clark county)                                 	7627 453 893     	374-08-2011            
645     	John Martinez                  	91342 Sylmar (Los Angeles county)                              	9557 617 044     	443-64-8267            
646     	John Martinez                  	92804 Anaheim (Orange county)                                  	6173 736 979     	798-85-8256            
647     	John Martinez                  	94122 San Francisco (San Francisco county)                     	2884 826 766     	730-41-1079            
648     	John Martinez                  	949 Toa Baja (Toa Baja county)                                 	5421 819 302     	902-97-1467            
649     	John Martinez                  	95035 Milpitas (Santa Clara county)                            	5164 516 267     	588-78-1155            
650     	John Mason                     	55106 St. Paul (Ramsey county)                                 	1647 828 187     	241-38-1475            
651     	John Mason                     	94565 Pittsburg (Contra Costa county)                          	1608 204 398     	546-30-9637            
652     	John Mathis                    	10466 Bronx (Bronx county)                                     	2835 198 057     	457-72-2725            
653     	John Mathis                    	77407 Richmond (Fort Bend county)                              	6786 432 790     	478-11-6929            
654     	John Matthews                  	60618 Chicago (Cook county)                                    	1479 682 645     	344-15-8050            
655     	John Matthews                  	79924 El Paso (El Paso county)                                 	3397 447 268     	094-66-3334            
656     	John May                       	30135 Douglasville (Douglas county)                            	8840 410 981     	607-44-1182            
657     	John May                       	90805 Long Beach (Los Angeles county)                          	4825 802 841     	948-10-8884            
658     	John Maynard                   	60614 Chicago (Cook county)                                    	7989 960 365     	628-56-8613            
659     	John Maynard                   	99301 Pasco (Franklin county)                                  	6736 004 100     	853-12-8006            
660     	John Mccall                    	28173 Waxhaw (Union county)                                    	9677 209 840     	577-25-5222            
661     	John Mccormick                 	77433 Cypress (Harris county)                                  	5835 131 004     	857-91-7712            
662     	John Mccormick                 	87114 Albuquerque (Bernalillo county)                          	2614 083 461     	103-78-6405            
663     	John Mccoy                     	32218 Jacksonville (Duval county)                              	4325 332 590     	985-96-9422            
664     	John Mcdaniel                  	8701 Lakewood (Ocean county)                                   	1098 210 930     	161-87-6257            
665     	John Mcdonald                  	32822 Orlando (Orange county)                                  	5486 777 816     	457-36-1407            
666     	John Mcdonald                  	95758 Elk Grove (Sacramento county)                            	5217 131 053     	913-46-9147            
667     	John Mcgee                     	30058 Lithonia (Dekalb county)                                 	7831 354 654     	720-57-7717            
668     	John Mcgee                     	43230 Columbus (Franklin county)                               	1101 754 284     	384-02-6256            
669     	John Mcgee                     	77584 Pearland (Brazoria county)                               	5686 001 059     	322-66-9019            
670     	John Mcintyre                  	75052 Grand Prairie (Dallas county)                            	4436 969 116     	816-73-9337            
671     	John Mckay                     	94587 Union City (Alameda county)                              	5485 396 538     	443-03-4184            
672     	John Mckee                     	90066 Los Angeles (Los Angeles county)                         	5510 179 354     	852-25-2365            
673     	John Mckinney                  	97229 Portland (Washington county)                             	5497 149 887     	582-78-3038            
674     	John Mclaughlin                	90631 La Habra (Orange county)                                 	2683 772 816     	995-69-8607            
675     	John Mclean                    	949 Toa Baja (Toa Baja county)                                 	5127 877 790     	512-88-5040            
676     	John Mcmillan                  	11706 Bay Shore (Suffolk county)                               	1116 676 672     	840-94-8924            
677     	John Meadows                   	90280 South Gate (Los Angeles county)                          	8373 947 924     	102-02-0191            
678     	John Meadows                   	91702 Azusa (Los Angeles county)                               	5815 177 139     	290-03-6461            
679     	John Medina                    	11201 Brooklyn (Kings county)                                  	4341 648 932     	930-88-7844            
680     	John Mejia                     	77407 Richmond (Fort Bend county)                              	4177 845 333     	334-85-5867            
681     	John Mendoza                   	11377 Woodside (Queens county)                                 	2274 792 589     	469-43-7879            
682     	John Mendoza                   	95020 Gilroy (Santa Clara county)                              	4408 648 524     	207-73-0004            
683     	John Mendoza                   	953 Toa Alta (Toa Alta county)                                 	8926 867 576     	354-53-6001            
684     	John Meyer                     	94565 Pittsburg (Contra Costa county)                          	3369 568 535     	549-31-3684            
685     	John Meyers                    	10467 Bronx (Bronx county)                                     	4678 826 596     	639-07-9403            
686     	John Meyers                    	42101 Bowling Green (Warren county)                            	2897 841 815     	188-64-3249            
687     	John Michael                   	32210 Jacksonville (Duval county)                              	9379 487 528     	504-31-1589            
688     	John Middleton                 	10453 Bronx (Bronx county)                                     	8855 372 070     	264-89-7160            
689     	John Middleton                 	89031 North Las Vegas (Clark county)                           	8876 606 229     	124-96-6180            
690     	John Miller                    	10029 New York City (New York county)                          	5515 920 491     	847-86-7995            
691     	John Miller                    	11210 Brooklyn (Kings county)                                  	2026 962 589     	911-18-5417            
692     	John Miller                    	11235 Brooklyn (Kings county)                                  	4750 922 891     	844-70-7078            
693     	John Miller                    	11368 Corona (Queens county)                                   	5431 803 056     	725-88-2027            
694     	John Miller                    	11377 Woodside (Queens county)                                 	5651 858 083     	985-79-8497            
695     	John Miller                    	11746 Huntington Station (Suffolk county)                      	8118 157 078     	408-33-2880            
696     	John Miller                    	2155 Medford (Middlesex county)                                	9166 397 134     	622-07-5450            
697     	John Miller                    	28215 Charlotte (Mecklenburg county)                           	2508 645 540     	562-14-8367            
698     	John Miller                    	37042 Clarksville (Montgomery county)                          	1919 027 227     	992-36-0164            
699     	John Miller                    	44035 Elyria (Lorain county)                                   	2757 025 377     	788-56-9819            
700     	John Miller                    	77521 Baytown (Harris county)                                  	2897 742 664     	097-05-8390            
701     	John Miller                    	78250 San Antonio (Bexar county)                               	1242 377 325     	445-71-9039            
702     	John Miller                    	89115 Las Vegas (Clark county)                                 	2026 340 707     	824-43-7355            
703     	John Miller                    	95112 San Jose (Santa Clara county)                            	4243 846 102     	980-91-3258            
704     	John Miller                    	95123 San Jose (Santa Clara county)                            	5563 020 612     	651-71-1410            
705     	John Miller                    	97701 Bend (Deschutes county)                                  	6627 728 571     	285-97-3065            
706     	John Miranda                   	90805 Long Beach (Los Angeles county)                          	8680 308 294     	848-88-1466            
707     	John Mitchell                  	91402 Panorama City (Los Angeles county)                       	7490 601 542     	381-10-5724            
708     	John Mitchell                  	92627 Costa Mesa (Orange county)                               	6619 366 364     	412-95-0192            
709     	John Molina                    	33015 Hialeah (Miami-Dade county)                              	3168 989 389     	793-50-0199            
710     	John Monroe                    	92570 Perris (Riverside county)                                	7129 798 036     	383-99-9195            
711     	John Montes                    	75002 Allen (Collin county)                                    	3033 491 256     	095-20-4572            
712     	John Montgomery                	28078 Huntersville (Mecklenburg county)                        	6614 119 013     	778-80-1856            
713     	John Moody                     	60617 Chicago (Cook county)                                    	5795 218 613     	524-61-6014            
714     	John Moore                     	32765 Oviedo (Seminole county)                                 	2276 565 933     	578-59-4807            
715     	John Moore                     	38401 Columbia (Maury county)                                  	3339 869 767     	426-47-2293            
716     	John Moore                     	77494 Katy (Fort Bend county)                                  	7317 279 959     	989-74-0656            
717     	John Moore                     	90805 Long Beach (Los Angeles county)                          	5524 674 653     	589-73-9302            
718     	John Moore                     	93306 Bakersfield (Kern county)                                	5488 914 896     	062-30-7461            
719     	John Moore                     	95747 Roseville (Placer county)                                	6318 075 922     	559-68-3654            
720     	John Morales                   	60629 Chicago (Cook county)                                    	5800 968 223     	548-13-6850            
721     	John Morales                   	77095 Houston (Harris county)                                  	3522 059 435     	989-26-9340            
722     	John Morales                   	90250 Hawthorne (Los Angeles county)                           	1973 696 251     	813-64-3084            
723     	John Moran                     	7093 West New York (Hudson county)                             	8007 030 953     	425-24-1078            
724     	John Moreno                    	84043 Lehi (Utah county)                                       	4670 237 225     	384-77-6763            
725     	John Morgan                    	90006 Los Angeles (Los Angeles county)                         	1520 457 230     	206-01-8343            
726     	John Morgan                    	91911 Chula Vista (San Diego county)                           	9601 900 562     	193-85-8840            
727     	John Morgan                    	92503 Riverside (Riverside county)                             	3549 924 792     	842-20-5341            
728     	John Morgan                    	92627 Costa Mesa (Orange county)                               	9330 619 453     	732-60-4935            
729     	John Morrison                  	23464 Virginia Beach (Virginia Beach City county)              	4893 554 769     	883-08-7384            
730     	John Morse                     	11208 Brooklyn (Kings county)                                  	9714 733 053     	174-35-6818            
731     	John Morse                     	33157 Miami (Miami-Dade county)                                	4548 525 522     	433-68-5718            
732     	John Morton                    	43081 Westerville (Franklin county)                            	4563 553 651     	249-35-1384            
733     	John Mosley                    	93257 Porterville (Tulare county)                              	8813 749 032     	428-14-7170            
734     	John Moss                      	33142 Miami (Miami-Dade county)                                	9546 051 848     	250-77-3278            
735     	John Moss                      	92404 San Bernardino (San Bernardino county)                   	9647 825 537     	011-16-2904            
736     	John Mueller                   	92630 Lake Forest (Orange county)                              	1749 800 347     	149-79-3497            
737     	John Munoz                     	60657 Chicago (Cook county)                                    	1665 314 016     	568-79-6581            
738     	John Munoz                     	89115 Las Vegas (Clark county)                                 	4607 407 290     	635-06-8860            
739     	John Murillo                   	60651 Chicago (Cook county)                                    	1181 258 640     	226-11-1287            
740     	John Murphy                    	77095 Houston (Harris county)                                  	3182 039 029     	352-27-4723            
741     	John Murphy                    	80219 Denver (Denver county)                                   	2175 121 122     	142-52-0961            
742     	John Murray                    	23454 Virginia Beach (Virginia Beach City county)              	3485 054 766     	343-81-6812            
743     	John Murray                    	92801 Anaheim (Orange county)                                  	5627 295 464     	765-90-2763            
744     	John Myers                     	75067 Lewisville (Denton county)                               	9619 092 505     	849-54-3903            
745     	John Navarro                   	11211 Brooklyn (Kings county)                                  	4173 020 757     	514-57-8866            
746     	John Navarro                   	48180 Taylor (Wayne county)                                    	5626 249 055     	925-41-4401            
747     	John Nelson                    	11233 Brooklyn (Kings county)                                  	6799 441 024     	592-36-4978            
748     	John Nelson                    	33023 Hollywood (Broward county)                               	6080 895 387     	322-09-4311            
749     	John Nelson                    	78130 New Braunfels (Comal county)                             	6977 761 578     	087-42-7060            
750     	John Nelson                    	94565 Pittsburg (Contra Costa county)                          	6262 643 267     	931-87-2973            
751     	John Newton                    	11236 Brooklyn (Kings county)                                  	1867 994 830     	631-39-3106            
752     	John Nguyen                    	20011 Washington (District Of Columbia county)                 	6634 558 078     	474-89-6732            
753     	John Nguyen                    	37129 Murfreesboro (Rutherford county)                         	8310 452 768     	188-70-0913            
754     	John Nguyen                    	60657 Chicago (Cook county)                                    	2779 288 466     	268-12-1559            
755     	John Nguyen                    	78228 San Antonio (Bexar county)                               	4550 701 375     	068-48-4114            
756     	John Nguyen                    	85041 Phoenix (Maricopa county)                                	5954 263 107     	700-10-0570            
757     	John Nguyen                    	92324 Colton (San Bernardino county)                           	5300 704 399     	233-79-7428            
758     	John Nguyen                    	976 Trujillo Alto (Trujillo Alto county)                       	4498 121 431     	589-99-5291            
759     	John Nichols                   	22191 Woodbridge (Prince William county)                       	3603 225 709     	641-20-5903            
760     	John Nichols                   	91331 Pacoima (Los Angeles county)                             	7517 429 167     	516-89-2883            
761     	John Nicholson                 	612 Arecibo (Arecibo county)                                   	9295 740 319     	810-93-5345            
762     	John Nielsen                   	79938 El Paso (El Paso county)                                 	5950 661 828     	947-75-1047            
763     	John Nixon                     	10977 Spring Valley (Rockland county)                          	6735 106 410     	341-89-6528            
764     	John Nixon                     	93727 Fresno (Fresno county)                                   	6479 630 664     	687-72-3538            
765     	John Nolan                     	78228 San Antonio (Bexar county)                               	6400 448 761     	254-99-1021            
766     	John Nolan                     	90001 Los Angeles (Los Angeles county)                         	7820 991 236     	352-62-1305            
767     	John Norris                    	75150 Mesquite (Dallas county)                                 	4803 400 197     	157-89-1336            
768     	John Norton                    	79924 El Paso (El Paso county)                                 	1146 012 252     	756-98-7216            
769     	John Nunez                     	725 Caguas (Caguas county)                                     	4438 120 454     	250-39-7622            
770     	John Obrien                    	11234 Brooklyn (Kings county)                                  	6022 138 263     	940-29-8722            
771     	John Obrien                    	95112 San Jose (Santa Clara county)                            	5608 204 937     	484-57-8232            
772     	John Ochoa                     	90250 Hawthorne (Los Angeles county)                           	8143 687 923     	504-02-7617            
773     	John Oconnell                  	78501 Mcallen (Hidalgo county)                                 	4254 936 371     	615-29-0738            
774     	John Oliver                    	78641 Leander (Williamson county)                              	1366 724 073     	847-20-5325            
775     	John Olson                     	33012 Hialeah (Miami-Dade county)                              	5067 195 106     	961-31-4774            
776     	John Oneal                     	34711 Clermont (Lake county)                                   	4056 939 117     	349-37-3167            
777     	John Orozco                    	77429 Cypress (Harris county)                                  	9936 915 326     	558-42-5848            
778     	John Ortega                    	79912 El Paso (El Paso county)                                 	6490 724 499     	909-51-6652            
779     	John Ortiz                     	27858 Greenville (Pitt county)                                 	6990 807 727     	904-16-7796            
780     	John Ortiz                     	83646 Meridian (Ada county)                                    	9810 113 112     	172-93-3273            
781     	John Ortiz                     	92880 Corona (Riverside county)                                	2683 700 912     	980-25-3658            
782     	John Owen                      	32822 Orlando (Orange county)                                  	4109 875 915     	638-06-2719            
783     	John Pacheco                   	97701 Bend (Deschutes county)                                  	7825 438 429     	958-47-2484            
784     	John Padilla                   	60629 Chicago (Cook county)                                    	1572 349 020     	532-43-8540            
785     	John Page                      	11223 Brooklyn (Kings county)                                  	9649 063 990     	888-51-5530            
786     	John Page                      	2155 Medford (Middlesex county)                                	4152 261 677     	083-40-0778            
787     	John Page                      	7002 Bayonne (Hudson county)                                   	2331 315 073     	870-23-4254            
788     	John Palmer                    	11385 Ridgewood (Queens county)                                	7157 135 490     	312-69-8411            
789     	John Palmer                    	2360 Plymouth (Plymouth county)                                	4382 459 267     	552-44-7426            
790     	John Palmer                    	77494 Katy (Fort Bend county)                                  	3986 409 109     	982-76-3079            
791     	John Parker                    	10002 New York City (New York county)                          	3074 107 763     	327-53-1261            
792     	John Parker                    	11226 Brooklyn (Kings county)                                  	1836 555 225     	111-24-7344            
793     	John Parker                    	38401 Columbia (Maury county)                                  	5898 655 927     	008-92-8470            
794     	John Parker                    	85033 Phoenix (Maricopa county)                                	4817 445 079     	895-98-0555            
795     	John Parker                    	98052 Redmond (King county)                                    	8986 232 586     	674-22-3592            
796     	John Parks                     	33311 Fort Lauderdale (Broward county)                         	1116 391 436     	133-74-9925            
797     	John Parsons                   	11434 Jamaica (Queens county)                                  	5739 082 762     	978-18-1660            
798     	John Parsons                   	77077 Houston (Harris county)                                  	2421 283 725     	228-45-9405            
799     	John Patel                     	10468 Bronx (Bronx county)                                     	6116 211 093     	216-94-7842            
800     	John Patrick                   	2155 Medford (Middlesex county)                                	2533 355 272     	444-03-5349            
801     	John Patton                    	90066 Los Angeles (Los Angeles county)                         	8282 342 070     	331-85-9894            
802     	John Paul                      	21740 Hagerstown (Washington county)                           	4020 580 326     	537-94-8998            
803     	John Paul                      	33411 West Palm Beach (Palm Beach county)                      	1856 095 002     	503-98-8499            
804     	John Payne                     	48197 Ypsilanti (Washtenaw county)                             	2429 877 195     	875-01-4899            
805     	John Payne                     	92335 Fontana (San Bernardino county)                          	2235 008 079     	792-37-4695            
806     	John Payne                     	94080 South San Francisco (San Mateo county)                   	5531 116 544     	837-52-0703            
807     	John Pearson                   	94080 South San Francisco (San Mateo county)                   	7571 899 836     	909-94-0735            
808     	John Pena                      	11355 Flushing (Queens county)                                 	6988 501 872     	490-18-4608            
809     	John Pena                      	77521 Baytown (Harris county)                                  	8038 989 456     	906-33-5289            
810     	John Pena                      	90255 Huntington Park (Los Angeles county)                     	3871 171 675     	697-19-7940            
811     	John Pennington                	98682 Vancouver (Clark county)                                 	4749 075 020     	156-57-8280            
812     	John Perez                     	20874 Germantown (Montgomery county)                           	1984 651 589     	393-43-0117            
813     	John Perez                     	29483 Summerville (Dorchester county)                          	3321 237 180     	648-64-3733            
814     	John Perez                     	75150 Mesquite (Dallas county)                                 	9964 569 416     	311-60-4545            
815     	John Perez                     	78753 Austin (Travis county)                                   	3021 204 787     	557-02-0440            
816     	John Perez                     	92324 Colton (San Bernardino county)                           	5056 443 499     	146-41-8646            
817     	John Perkins                   	11206 Brooklyn (Kings county)                                  	1225 374 165     	955-49-5063            
818     	John Perkins                   	31419 Savannah (Chatham county)                                	7768 543 052     	704-92-1102            
819     	John Perkins                   	949 Toa Baja (Toa Baja county)                                 	5881 850 065     	642-93-6366            
820     	John Perkins                   	97007 Beaverton (Washington county)                            	9562 350 791     	295-73-6569            
821     	John Perry                     	92105 San Diego (San Diego county)                             	4577 623 452     	126-56-9927            
822     	John Person                    	85326 Buckeye (Maricopa county)                                	3255 790 454     	117-40-2580            
823     	John Person                    	94806 San Pablo (Contra Costa county)                          	7829 843 457     	224-49-7807            
824     	John Peters                    	55106 St. Paul (Ramsey county)                                 	2299 726 976     	320-82-6670            
825     	John Peters                    	91710 Chino (San Bernardino county)                            	3378 068 028     	937-01-7298            
826     	John Petersen                  	78572 Mission (Hidalgo county)                                 	7032 980 125     	306-34-1389            
827     	John Peterson                  	11209 Brooklyn (Kings county)                                  	3642 524 026     	761-47-9136            
828     	John Peterson                  	92553 Moreno Valley (Riverside county)                         	5510 321 986     	541-14-6295            
829     	John Peterson                  	97701 Bend (Deschutes county)                                  	3121 518 951     	324-80-4386            
830     	John Pham                      	60016 Des Plaines (Cook county)                                	8553 483 508     	822-33-0835            
831     	John Phan                      	78045 Laredo (Webb county)                                     	1802 519 027     	087-91-2928            
832     	John Phelps                    	60641 Chicago (Cook county)                                    	6017 113 691     	063-19-8251            
833     	John Phillips                  	19143 Philadelphia (Philadelphia county)                       	7286 040 451     	830-92-1119            
834     	John Phillips                  	29072 Lexington (Lexington county)                             	2107 110 361     	540-32-8950            
835     	John Phillips                  	60638 Chicago (Cook county)                                    	3059 446 165     	823-23-0903            
836     	John Phillips                  	78251 San Antonio (Bexar county)                               	7467 081 139     	180-81-1062            
837     	John Pierce                    	2148 Malden (Middlesex county)                                 	4150 845 644     	113-73-1338            
838     	John Pierce                    	94110 San Francisco (San Francisco county)                     	5159 507 564     	739-14-5600            
839     	John Pitts                     	11434 Jamaica (Queens county)                                  	2581 671 638     	980-94-0793            
840     	John Pope                      	60505 Aurora (Kane county)                                     	9528 795 424     	722-40-0773            
841     	John Pope                      	95020 Gilroy (Santa Clara county)                              	9021 099 963     	906-59-5065            
842     	John Porter                    	27587 Wake Forest (Wake county)                                	1396 956 725     	296-14-5170            
843     	John Porter                    	6010 Bristol (Hartford county)                                 	4850 642 441     	748-31-2101            
844     	John Porter                    	76179 Fort Worth (Tarrant county)                              	6600 344 392     	212-17-4568            
845     	John Potter                    	34953 Port St. Lucie (St. Lucie county)                        	1135 607 419     	776-67-1637            
846     	John Powers                    	10468 Bronx (Bronx county)                                     	2741 368 294     	352-70-3501            
847     	John Powers                    	91709 Chino Hills (San Bernardino county)                      	4517 120 852     	854-45-1222            
848     	John Preston                   	60641 Chicago (Cook county)                                    	9755 130 258     	022-44-9226            
849     	John Price                     	28269 Charlotte (Mecklenburg county)                           	1767 210 572     	762-84-4561            
850     	John Price                     	77429 Cypress (Harris county)                                  	2753 925 388     	518-84-7467            
851     	John Price                     	91706 Baldwin Park (Los Angeles county)                        	4854 329 839     	096-68-6092            
852     	John Proctor                   	92115 San Diego (San Diego county)                             	8297 882 754     	138-68-5508            
853     	John Pruitt                    	11220 Brooklyn (Kings county)                                  	9747 683 934     	970-20-3669            
854     	John Quinn                     	94587 Union City (Alameda county)                              	2971 949 242     	479-59-8043            
855     	John Quintana                  	11207 Brooklyn (Kings county)                                  	3054 971 568     	813-14-6944            
856     	John Ramirez                   	10031 New York City (New York county)                          	8177 160 723     	590-74-6238            
857     	John Ramirez                   	10468 Bronx (Bronx county)                                     	1821 061 520     	777-52-8519            
858     	John Ramirez                   	11355 Flushing (Queens county)                                 	2841 885 812     	122-61-5363            
859     	John Ramirez                   	19143 Philadelphia (Philadelphia county)                       	3611 904 276     	333-99-3505            
860     	John Ramirez                   	66061 Olathe (Johnson county)                                  	5914 453 263     	188-71-6717            
861     	John Ramirez                   	79936 El Paso (El Paso county)                                 	3454 228 169     	689-03-0646            
862     	John Ramirez                   	85364 Yuma (Yuma county)                                       	2892 387 343     	529-93-1692            
863     	John Ramirez                   	92335 Fontana (San Bernardino county)                          	6144 836 733     	462-09-7008            
864     	John Ramirez                   	95630 Folsom (Sacramento county)                               	7256 415 407     	762-83-2332            
865     	John Ramos                     	60647 Chicago (Cook county)                                    	1564 125 365     	643-52-5576            
866     	John Ramos                     	92562 Murrieta (Riverside county)                              	4352 030 206     	216-92-2632            
867     	John Ramos                     	94110 San Francisco (San Francisco county)                     	8894 022 576     	512-25-7850            
868     	John Ramos                     	97229 Portland (Washington county)                             	7701 409 735     	688-49-8451            
869     	John Ramsey                    	21117 Owings Mills (Baltimore county)                          	7274 123 097     	874-53-7532            
870     	John Ramsey                    	85301 Glendale (Maricopa county)                               	3478 257 589     	502-53-7098            
871     	John Rangel                    	89110 Las Vegas (Clark county)                                 	6249 965 610     	179-64-9346            
872     	John Rasmussen                 	11204 Brooklyn (Kings county)                                  	1817 050 615     	951-91-3238            
873     	John Rasmussen                 	60619 Chicago (Cook county)                                    	9805 043 279     	626-26-2966            
874     	John Ray                       	33015 Hialeah (Miami-Dade county)                              	6070 021 357     	067-39-5862            
875     	John Ray                       	94015 Daly City (San Mateo county)                             	8852 634 742     	016-26-8191            
876     	John Reed                      	40475 Richmond (Madison county)                                	3769 840 089     	206-18-6997            
877     	John Reed                      	79936 El Paso (El Paso county)                                 	4779 656 164     	763-61-8233            
878     	John Reed                      	95076 Watsonville (Santa Cruz county)                          	8870 187 832     	825-27-2711            
879     	John Reed                      	95624 Elk Grove (Sacramento county)                            	3798 172 860     	765-24-1840            
880     	John Reid                      	74012 Broken Arrow (Tulsa county)                              	1172 601 950     	407-34-4439            
881     	John Reyes                     	33463 Lake Worth (Palm Beach county)                           	7327 487 002     	176-63-1542            
882     	John Reyes                     	84404 Ogden (Weber county)                                     	8224 377 112     	845-11-2574            
883     	John Reynolds                  	30349 Atlanta (Fulton county)                                  	2624 047 350     	710-53-9708            
884     	John Reynolds                  	77573 League City (Galveston county)                           	7514 240 048     	382-93-6890            
885     	John Rhodes                    	11221 Brooklyn (Kings county)                                  	3991 700 474     	068-67-5177            
886     	John Rhodes                    	95758 Elk Grove (Sacramento county)                            	5476 949 335     	339-17-8587            
887     	John Rice                      	75052 Grand Prairie (Dallas county)                            	4734 671 812     	343-48-6621            
888     	John Richards                  	22192 Woodbridge (Prince William county)                       	3997 974 808     	775-72-4364            
889     	John Richards                  	60614 Chicago (Cook county)                                    	8407 915 745     	904-84-4233            
890     	John Richardson                	19124 Philadelphia (Philadelphia county)                       	8797 978 106     	449-17-3487            
891     	John Richmond                  	85032 Phoenix (Maricopa county)                                	3991 231 087     	062-28-3913            
892     	John Riley                     	60632 Chicago (Cook county)                                    	2972 586 146     	878-42-0071            
893     	John Rios                      	75043 Garland (Dallas county)                                  	5677 667 904     	558-88-5264            
894     	John Rios                      	91761 Ontario (San Bernardino county)                          	9151 641 362     	633-51-8045            
895     	John Rivas                     	90255 Huntington Park (Los Angeles county)                     	6089 026 761     	652-84-1025            
896     	John Rivera                    	11206 Brooklyn (Kings county)                                  	1449 571 421     	237-84-9686            
897     	John Rivera                    	77459 Missouri City (Fort Bend county)                         	7011 980 812     	591-04-1295            
898     	John Rivera                    	91770 Rosemead (Los Angeles county)                            	9154 110 545     	148-95-8043            
899     	John Roach                     	28027 Concord (Cabarrus county)                                	4870 053 878     	261-49-3928            
900     	John Roach                     	60634 Chicago (Cook county)                                    	5025 295 760     	888-39-5197            
